2023-11-28 22:37:06,295 INFO    StreamThr :154908 [internal.py:wandb_internal():86] W&B internal server running at pid: 154908, started at: 2023-11-28 22:37:06.295181
2023-11-28 22:37:06,296 DEBUG   HandlerThread:154908 [handler.py:handle_request():146] handle_request: status
2023-11-28 22:37:06,298 INFO    WriterThread:154908 [datastore.py:open_for_write():85] open: /home/alberto/lab/qentropy_projects/qrage/wandb/run-20231128_223706-p7regkaw/run-p7regkaw.wandb
2023-11-28 22:37:06,299 DEBUG   SenderThread:154908 [sender.py:send():380] send: header
2023-11-28 22:37:06,302 DEBUG   SenderThread:154908 [sender.py:send():380] send: run
2023-11-28 22:37:06,779 INFO    SenderThread:154908 [dir_watcher.py:__init__():211] watching files in: /home/alberto/lab/qentropy_projects/qrage/wandb/run-20231128_223706-p7regkaw/files
2023-11-28 22:37:06,779 INFO    SenderThread:154908 [sender.py:_start_run_threads():1124] run started: p7regkaw with start time 1701211026.295406
2023-11-28 22:37:06,787 DEBUG   HandlerThread:154908 [handler.py:handle_request():146] handle_request: check_version
2023-11-28 22:37:06,787 DEBUG   SenderThread:154908 [sender.py:send_request():407] send_request: check_version
2023-11-28 22:37:06,860 DEBUG   HandlerThread:154908 [handler.py:handle_request():146] handle_request: run_start
2023-11-28 22:37:06,861 DEBUG   HandlerThread:154908 [system_info.py:__init__():32] System info init
2023-11-28 22:37:06,861 DEBUG   HandlerThread:154908 [system_info.py:__init__():47] System info init done
2023-11-28 22:37:06,861 INFO    HandlerThread:154908 [system_monitor.py:start():194] Starting system monitor
2023-11-28 22:37:06,862 INFO    SystemMonitor:154908 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-28 22:37:06,862 INFO    HandlerThread:154908 [system_monitor.py:probe():214] Collecting system info
2023-11-28 22:37:06,863 INFO    SystemMonitor:154908 [interfaces.py:start():190] Started cpu monitoring
2023-11-28 22:37:06,864 INFO    SystemMonitor:154908 [interfaces.py:start():190] Started disk monitoring
2023-11-28 22:37:06,864 INFO    SystemMonitor:154908 [interfaces.py:start():190] Started memory monitoring
2023-11-28 22:37:06,865 INFO    SystemMonitor:154908 [interfaces.py:start():190] Started network monitoring
2023-11-28 22:37:06,871 DEBUG   HandlerThread:154908 [system_info.py:probe():196] Probing system
2023-11-28 22:37:06,873 DEBUG   HandlerThread:154908 [system_info.py:_probe_git():181] Probing git
2023-11-28 22:37:06,879 DEBUG   HandlerThread:154908 [system_info.py:_probe_git():189] Probing git done
2023-11-28 22:37:06,879 DEBUG   HandlerThread:154908 [system_info.py:probe():244] Probing system done
2023-11-28 22:37:06,879 DEBUG   HandlerThread:154908 [system_monitor.py:probe():223] {'os': 'Linux-6.1.62-1-MANJARO-x86_64-with-glibc2.38', 'python': '3.11.5', 'heartbeatAt': '2023-11-28T22:37:06.871622', 'startedAt': '2023-11-28T22:37:06.264329', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/alberto/lab/qentropy_projects/qrage/app.py', 'codePathLocal': 'app.py', 'codePath': 'app.py', 'git': {'remote': 'https://github.com/a-romero/qrage.git', 'commit': '625dfa0a169d84dcd3a5a716a3dc894a7fb0b6c5'}, 'email': 'alberto@onepoint62.com', 'root': '/home/alberto/lab/qentropy_projects/qrage', 'host': 'sun', 'username': 'alberto', 'executable': '/home/alberto/lab/.venv/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3561.923375, 'min': 400.0, 'max': 4000.0}, 'cpu_freq_per_core': [{'current': 3534.487, 'min': 400.0, 'max': 4000.0}, {'current': 3533.664, 'min': 400.0, 'max': 4000.0}, {'current': 3539.585, 'min': 400.0, 'max': 4000.0}, {'current': 3525.873, 'min': 400.0, 'max': 4000.0}, {'current': 3501.239, 'min': 400.0, 'max': 4000.0}, {'current': 3536.479, 'min': 400.0, 'max': 4000.0}, {'current': 3522.652, 'min': 400.0, 'max': 4000.0}, {'current': 3534.534, 'min': 400.0, 'max': 4000.0}], 'disk': {'/': {'total': 452.0486602783203, 'used': 357.7569389343262}}, 'memory': {'total': 15.078022003173828}}
2023-11-28 22:37:06,879 INFO    HandlerThread:154908 [system_monitor.py:probe():224] Finished collecting system info
2023-11-28 22:37:06,880 INFO    HandlerThread:154908 [system_monitor.py:probe():227] Publishing system info
2023-11-28 22:37:06,880 DEBUG   HandlerThread:154908 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-28 22:37:06,880 DEBUG   HandlerThread:154908 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-28 22:37:06,880 INFO    HandlerThread:154908 [system_monitor.py:probe():229] Finished publishing system info
2023-11-28 22:37:06,910 DEBUG   SenderThread:154908 [sender.py:send():380] send: files
2023-11-28 22:37:06,910 INFO    SenderThread:154908 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2023-11-28 22:37:06,915 DEBUG   HandlerThread:154908 [handler.py:handle_request():146] handle_request: stop_status
2023-11-28 22:37:06,915 DEBUG   SenderThread:154908 [sender.py:send_request():407] send_request: stop_status
2023-11-28 22:37:06,917 DEBUG   HandlerThread:154908 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-28 22:37:07,153 DEBUG   SenderThread:154908 [sender.py:send():380] send: telemetry
2023-11-28 22:37:07,153 DEBUG   SenderThread:154908 [sender.py:send():380] send: telemetry
2023-11-28 22:37:07,154 DEBUG   SenderThread:154908 [sender.py:send():380] send: telemetry
2023-11-28 22:37:07,490 INFO    wandb-upload_0:154908 [upload_job.py:push():131] Uploaded file /tmp/tmpe8bv9360wandb/wwuj8ozg-wandb-metadata.json
2023-11-28 22:37:07,780 INFO    Thread-12 :154908 [dir_watcher.py:_on_file_created():271] file/dir created: /home/alberto/lab/qentropy_projects/qrage/wandb/run-20231128_223706-p7regkaw/files/requirements.txt
2023-11-28 22:37:07,780 INFO    Thread-12 :154908 [dir_watcher.py:_on_file_created():271] file/dir created: /home/alberto/lab/qentropy_projects/qrage/wandb/run-20231128_223706-p7regkaw/files/wandb-metadata.json
2023-11-28 22:37:10,780 INFO    Thread-12 :154908 [dir_watcher.py:_on_file_created():271] file/dir created: /home/alberto/lab/qentropy_projects/qrage/wandb/run-20231128_223706-p7regkaw/files/output.log
2023-11-28 22:37:11,714 DEBUG   HandlerThread:154908 [handler.py:handle_request():146] handle_request: status_report
2023-11-28 22:37:12,781 INFO    Thread-12 :154908 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/alberto/lab/qentropy_projects/qrage/wandb/run-20231128_223706-p7regkaw/files/output.log
2023-11-28 22:37:16,866 INFO    Thread-12 :154908 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/alberto/lab/qentropy_projects/qrage/wandb/run-20231128_223706-p7regkaw/files/output.log
2023-11-28 22:37:17,068 DEBUG   HandlerThread:154908 [handler.py:handle_request():146] handle_request: status_report
2023-11-28 22:37:20,867 INFO    Thread-12 :154908 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/alberto/lab/qentropy_projects/qrage/wandb/run-20231128_223706-p7regkaw/files/output.log
2023-11-28 22:37:21,915 DEBUG   HandlerThread:154908 [handler.py:handle_request():146] handle_request: stop_status
2023-11-28 22:37:21,915 DEBUG   HandlerThread:154908 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-28 22:37:21,915 DEBUG   SenderThread:154908 [sender.py:send_request():407] send_request: stop_status
2023-11-28 22:37:22,186 DEBUG   HandlerThread:154908 [handler.py:handle_request():146] handle_request: status_report
